NAME,LATITUDE,LONGITUDE,TYPE
VINNUFONNA,62.67,8.65,Valley glacier
VIRJERAB,36.33,75.58,Valley glacier
VITELLI,46.5,10.45,Valley glacier
VOLODARSKIY 1,39.03,72.88,Valley glacier
VOLODARSKIY 2,39.05,72.85,Valley glacier
VOLODARSKIY 3,39.05,72.9,Valley glacier
WALDEMARBREEN,78.67,12.0,Valley glacier
WATZMANNGL.,47.55,12.92,Valley glacier
WAVE,50.48,-123.98,Valley glacier
WEDGEMOUNT,50.15,-122.78,Valley glacier
WEIGELE DANGXI.,36.83,99.45,Valley glacier
WELLESLEY,61.2,-147.92,Valley glacier
WERENSKIOLDBREEN,77.06,15.36,Valley glacier
WEST FORK,63.52,-147.38,Valley glacier
WEST GULKANA,63.26,-145.49,Valley glacier
WHITBOURNE,-44.47,168.57,Valley glacier
WHITNEY GLACIER,41.42,-122.22,Valley glacier
WHYMPER,-43.48,170.37,Valley glacier
WIBEBREEN,77.07,16.17,Valley glacier
WINTUN GLACIER,41.4,-122.17,Valley glacier
WOLVERINE,60.41,-148.9,Valley glacier
WORTHINGTON,61.16,-145.79,Valley glacier
WRIGHT,58.47,-133.5,Valley glacier
XIAO DONGKZMADI,33.17,92.13,Valley glacier
XIAOGONGBA,29.6,101.85,Valley glacier
XIDATAN,35.67,94.27,Valley glacier
YAKUTAT EAST,59.58,-138.62,Valley glacier
YAKUTAT WEST,59.64,-138.95,Valley glacier
YALE,61.27,-147.52,Valley glacier
YANAMAREY,-9.65,-77.27,Valley glacier
YANGLONGHE NO.5,39.23,98.57,Valley glacier
YANZIGOU,29.63,101.88,Valley glacier
YASHKUK YAZ,36.73,74.3,Valley glacier
YAZGHIL,36.42,75.42,Valley glacier
YIEHELONG GL.,36.73,99.55,Valley glacier
YOHO,51.6,-116.12,Valley glacier
YUGO-VOSTOCHNIY,42.35,46.26,Valley glacier
YULONG,27.12,100.2,Valley glacier
YUNOM,43.23,42.87,Valley glacier
YUZHNIY KARAKAYSHAN,38.92,72.55,Valley glacier
ZAPADNIY OKTYABRSKIY,39.22,72.97,Valley glacier
ZEMU,27.7,88.22,Valley glacier
ZERAVSHANSKIY,39.52,70.67,Valley glacier
ZHANGYRYK,42.98,77.2,Valley glacier
ZHANGYRYK YUZHNIY,42.98,77.2,Valley glacier
ZINAL,46.07,7.63,Valley glacier
ZMUTT,46.0,7.63,Valley glacier
ZONGO,-16.25,-68.17,Valley glacier
ZORTASHKOL,38.45,73.5,Valley glacier
ZULUMART,39.13,72.78,Valley glacier
ABBOTSMITH,-53.57,73.4,Icefield
APE,52.08,-126.22,Icefield
BERING,60.3,-143.42,Icefield
CAINHAVARRE,68.1,17.99,Icefield
COMPTON,-53.62,73.62,Icefield
DEER LAKE,52.07,-126.17,Icefield
FYLES,52.1,-126.23,Icefield
GOTLEY,-53.16,73.47,Icefield
JALF,-43.47,170.15,Icefield
KOLBE,-0.15,37.32,Icefield
LAIKA GL + ICE,75.88,-79.5,Icefield
LAMBERT,-43.3,170.75,Icefield
LITTLE CHALLENG,-53.63,73.45,Icefield
MITTIVAKKAT,65.67,-37.83,Icefield
NOEICK,52.1,-126.28,Icefield
NORTHWALL FIRN,-4.6,137.15,Icefield
NORTHWALL FIRN E,-4.07,137.19,Icefield
NORTHWALL FIRN W,-4.05,137.16,Icefield
NOVAYA ZEMLYA ICEFIELD,75.8,62.0,Icefield
PRINCE OF WALES ICE FIELD,78.3,-79.8,Icefield
SOUTH ELLESMERE ICE FIELD,76.6,-79.9,Icefield
SOUTHEAST LYELL,51.92,-117.63,Icefield
STEPHENSON,-53.55,73.68,Icefield
THERMA,-44.37,168.77,Icefield
WINSTON,-53.53,73.63,Icefield
WRIGHT LOWER,-77.42,162.83,Icefield
ABBOTSMITH 1,-53.12,73.41,Mountain glacier
ABBOTSMITH 2,-53.1,73.41,Mountain glacier
ABRAHAM,58.93,-63.53,Mountain glacier
ADLER,46.01,7.87,Mountain glacier
AEU.PIRCHLKAR,47.0,10.92,Mountain glacier
AGNELLO MER.,45.14,6.9,Mountain glacier
AGUA NEGRA,-30.16,-69.8,Mountain glacier
AILSA,-44.78,166.19,Mountain glacier
AKBULAKULKUN,42.17,70.5,Mountain glacier
ALBA,42.65,0.62,Mountain glacier
ALBERICH,-77.08,161.62,Mountain glacier
ALFOMBRALES,4.87,-75.33,Mountain glacier
ALFOMBRALES E,4.87,-75.33,Mountain glacier
ALFOMBRALES W,4.87,-75.33,Mountain glacier
ALLALIN,46.05,7.93,Mountain glacier
ALLISON,-53.07,73.39,Mountain glacier
ALP.KRAEUL F.,47.05,11.15,Mountain glacier
ALPAMAYO,-8.89,-77.65,Mountain glacier
ALTYNSARIN,44.93,79.45,Mountain glacier
AMARILLO,-29.3,-70.0,Mountain glacier
AMMERTEN,46.42,7.53,Mountain glacier
AMOLA,46.19,10.71,Mountain glacier
ANDERSON,47.72,-123.33,Mountain glacier
ANDOLLA SETT.,46.09,8.04,Mountain glacier
ANDREWS,40.28,-105.68,Mountain glacier
ANETO,42.63,0.65,Mountain glacier
ANGEL,52.68,-118.6,Mountain glacier
ANTELAO INFERIORE (OCC.),46.45,12.27,Mountain glacier
ANTELAO SUP.,46.45,12.27,Mountain glacier
AOUILLE,45.52,7.15,Mountain glacier
APPLEGATE,60.47,-148.6,Mountain glacier
ARAPAHO,40.02,-105.64,Mountain glacier
ARGUEREY SETT.,45.7,6.83,Mountain glacier
ARIKAREE,40.04,-105.64,Mountain glacier
ASULKAN,51.2,-117.2,Mountain glacier
AUSTRE MEMURUBREEN,61.55,8.5,Mountain glacier
AVIO CENTRALE D,46.15,10.48,Mountain glacier
AVOCA,-43.05,171.4,Mountain glacier
AX010,27.7,86.57,Mountain glacier
AX030,27.72,86.57,Mountain glacier
AXIUS,-44.17,168.98,Mountain glacier
AZUFRADO,4.9,-75.32,Mountain glacier
AZUFRADO E,4.9,-75.32,Mountain glacier
AZUFRADO W,4.9,-75.32,Mountain glacier
BABY,43.17,-109.68,Mountain glacier
BABY GLACIER,79.44,-90.95,Mountain glacier
BACHFALLEN F.,47.08,11.08,Mountain glacier
BAERENKOPF K.,47.13,12.72,Mountain glacier
BAKER,61.08,-148.35,Mountain glacier
BAKER CK,-43.83,169.88,Mountain glacier
BALMHORN,46.45,7.68,Mountain glacier
BARKRAK PRAVYY,42.13,71.02,Mountain glacier
BARLOW,-43.3,170.63,Mountain glacier
BARNARD,61.17,-147.92,Mountain glacier
BARRANCS,42.63,0.67,Mountain glacier
BARRIER,-44.42,168.36,Mountain glacier
BARRIER PK,-44.83,167.77,Mountain glacier
BASEI,45.47,7.11,Mountain glacier
BASODINO,46.42,8.48,Mountain glacier
BASODINO OCC.,46.41,8.46,Mountain glacier
BASSAC,45.52,7.04,Mountain glacier
BEAR PASS,47.8,-123.6,Mountain glacier
BELLA TOLA,46.24,7.65,Mountain glacier
BELLEFACE,45.59,7.24,Mountain glacier
BENCH,51.43,-124.92,Mountain glacier
BERGLAS F.,47.07,11.12,Mountain glacier
BERM,50.55,-123.98,Mountain glacier
BIELTAL F E,46.87,10.13,Mountain glacier
BIELTAL F.,46.88,10.13,Mountain glacier
BIELTAL F. W,46.87,10.13,Mountain glacier
BILDSTOECKL F.,47.0,11.1,Mountain glacier
BIRCH,46.4,7.85,Mountain glacier
BIS,46.1,7.73,Mountain glacier
BLAAISEN,68.33,17.85,Mountain glacier
BLACK,47.82,-123.72,Mountain glacier
BLAIR,-43.95,169.72,Mountain glacier
BLUEMLISALP,46.5,7.77,Mountain glacier
BOCKKOGEL F.,47.03,11.12,Mountain glacier
BODMER,46.17,8.02,Mountain glacier
BONAR,-44.4,168.72,Mountain glacier
BONETE S,-41.45,-71.0,Mountain glacier
BRECHA LATOUR,42.83,-0.28,Mountain glacier
BRENNKOGL K.,47.1,12.8,Mountain glacier
BRESCIANA,46.5,9.03,Mountain glacier
BREWSTER,-44.07,169.43,Mountain glacier
BROGGI,-8.98,-77.58,Mountain glacier
BROWN SUPERIOR,-29.98,-69.64,Mountain glacier
BROWNING,-42.92,171.27,Mountain glacier
BRUNNI,46.73,8.78,Mountain glacier
BRYANT,-44.83,168.28,Mountain glacier
BUGABOO,50.72,-116.78,Mountain glacier
BULL LAKE,43.12,-109.6,Mountain glacier
BUTLER,-43.25,170.93,Mountain glacier
CALDERAS,46.52,9.7,Mountain glacier
CALDERONE,42.47,13.56,Mountain glacier
CALOTTA,46.19,10.5,Mountain glacier
CAMBRENA,46.39,9.99,Mountain glacier
CAMERON,-43.33,171.0,Mountain glacier
CAMOSCI (SIEDEL),46.44,8.35,Mountain glacier
CAMPO SETT.,46.43,10.1,Mountain glacier
CANADA,-77.58,162.75,Mountain glacier
CANIN OCC.,46.36,13.44,Mountain glacier
CANIN OR.,46.36,13.44,Mountain glacier
CANITO,-29.36,-70.0,Mountain glacier
CAPRA,45.44,7.11,Mountain glacier
CARDONNE OCC. (PIAZZI OCC.),46.42,10.25,Mountain glacier
CARE ALTO OR.,46.1,10.6,Mountain glacier
CARESER,46.45,10.7,Mountain glacier
CARESER CENTRALE,46.45,10.69,Mountain glacier
CARESER OCCIDENTALE,46.45,10.69,Mountain glacier
CARESER ORIENTALE,46.45,10.7,Mountain glacier
CARIA,-44.38,168.52,Mountain glacier
CARRINGTON,-42.92,171.48,Mountain glacier
CASPOGGIO,46.33,9.91,Mountain glacier
CASSANDRA OCC.,46.26,9.75,Mountain glacier
CASTELLI OR.,46.45,10.55,Mountain glacier
CATHEDRAL,51.4,-116.38,Mountain glacier
CAVAGNOLI,46.45,8.48,Mountain glacier
CAVAION,46.42,10.72,Mountain glacier
CENTRAL,4.47,-75.22,Mountain glacier
CERENA,46.4,10.54,Mountain glacier
CERVINO,45.96,7.65,Mountain glacier
CHACALTAYA,-16.35,-68.12,Mountain glacier
CHALLENGER,-53.03,73.48,Mountain glacier
CHANCELLOR,-43.51,170.13,Mountain glacier
CHATEAU DES DAMES,45.91,7.57,Mountain glacier
CHAVANNES,45.73,6.82,Mountain glacier
CHERILLON,45.96,7.62,Mountain glacier
CHUKHUNG,27.88,86.9,Mountain glacier
CIAMARELLA,45.32,7.13,Mountain glacier
CIAN ROISETTA,45.88,7.67,Mountain glacier
CIARDONEY,45.51,7.39,Mountain glacier
CIMA FIAMMANTE OCC. (VEDR.) / LODNERF.,46.73,11.04,Mountain glacier
CINTURON ROCOSO,4.47,-75.22,Mountain glacier
CIPRESES,-34.55,-70.37,Mountain glacier
CLAPIER,44.11,7.42,Mountain glacier
CLARIDENFIRN,46.84,8.9,Mountain glacier
CLARK CPI,-77.42,162.33,Mountain glacier
CLARK US,58.8,-137.12,Mountain glacier
COL DEL GIGANTE,45.83,6.92,Mountain glacier
COL DU MIAGE,45.8,6.83,Mountain glacier
COLEMAN,48.78,-121.84,Mountain glacier
COLLALTO (VEDR. DI) / HOCHGALL F.,46.92,12.14,Mountain glacier
COLLE VALCOURNE (CIGNANA),45.87,7.53,Mountain glacier
COLLIERY,35.67,94.18,Mountain glacier
COLUMBIA (2057),47.96,-121.34,Mountain glacier
COMMONWEALTH,-77.55,163.08,Mountain glacier
COMPTON 1,-53.07,73.61,Mountain glacier
COMPTON 2,-53.06,73.59,Mountain glacier
COMPTON 3,-53.07,73.61,Mountain glacier
CONCONTA NORTE,-29.97,-69.64,Mountain glacier
CONEJERAS,4.81,-75.37,Mountain glacier
CONNIE,43.27,-109.7,Mountain glacier
COOLIDGE INF.,44.65,7.13,Mountain glacier
CORNA ROSSA,46.26,9.74,Mountain glacier
CORNO,46.45,8.38,Mountain glacier
CORONAS,42.63,0.63,Mountain glacier
COUPE DE MONEY,45.53,7.38,Mountain glacier
CRAPINELLIN (CRISTALLO D.),46.5,10.45,Mountain glacier
CRATER,4.9,-75.32,Mountain glacier
CRESTA BIANCA,46.57,12.2,Mountain glacier
CRISTALLO,46.57,12.2,Mountain glacier
CRISTALLO OR.,46.49,10.43,Mountain glacier
CRODA DEL CAVAL,46.7,10.99,Mountain glacier
CRODA ROSSA / ROTWANDF.,46.73,10.98,Mountain glacier
CROW,-42.92,171.5,Mountain glacier
CROZZON DI BRENTA,46.16,10.87,Mountain glacier
DAINTY,-43.23,170.89,Mountain glacier
DAMMA,46.63,8.45,Mountain glacier
DANIELS,47.57,-121.17,Mountain glacier
DAUNKOGEL F.,47.0,11.1,Mountain glacier
DEACOCK,-53.17,73.52,Mountain glacier
DETACHED,61.07,-148.4,Mountain glacier
DIABLOS ROJOS,4.9,-75.33,Mountain glacier
DIAMOND,-0.15,37.3,Mountain glacier
DIEM F.,46.81,10.94,Mountain glacier
DINWOODY,43.18,-109.58,Mountain glacier
DISPUTE,-44.14,168.96,Mountain glacier
DOLENT GL. DU,45.92,7.65,Mountain glacier
DOMES DE MIAGE,45.81,6.8,Mountain glacier
DONALD,-44.24,168.87,Mountain glacier
DONNE,-44.58,168.02,Mountain glacier
DORFER K.,47.1,12.33,Mountain glacier
DOSDE CENTR.,46.39,10.2,Mountain glacier
DOSDE OCC.,46.38,10.19,Mountain glacier
DOSDE OR.,46.39,10.21,Mountain glacier
DOUGLAS (RAK.),-43.37,170.98,Mountain glacier
DOWNES 1,-53.02,73.52,Mountain glacier
DOWNES 2,-53.02,73.54,Mountain glacier
DOWNS,43.29,-109.66,Mountain glacier
DRAGONE,45.89,7.55,Mountain glacier
DRUMMOND,51.6,-116.58,Mountain glacier
"DRUS, GLACIER DE",45.93,6.95,Mountain glacier
DUNGEL,46.37,7.37,Mountain glacier
DX080,27.95,86.67,Mountain glacier
DZHUUKUCHAK,42.0,78.1,Mountain glacier
E.GRUEBL F.,46.98,11.23,Mountain glacier
EALEY 1,-53.02,73.56,Mountain glacier
EALEY 2,-53.02,73.58,Mountain glacier
EAST CHABA,52.2,-116.98,Mountain glacier
EB050,27.95,86.75,Mountain glacier
ECHAURREN NORTE,-33.57,-70.13,Mountain glacier
EIGER,46.57,7.98,Mountain glacier
EIGER (WEST),46.57,7.98,Mountain glacier
EISER K.,47.15,12.68,Mountain glacier
EISKAR G.,46.62,12.9,Mountain glacier
EL AFRICA,4.47,-75.22,Mountain glacier
EL BOQUERON,4.47,-75.22,Mountain glacier
EL ESPANOL,4.47,-75.22,Mountain glacier
EL HONGO,4.48,-75.22,Mountain glacier
EMERALD,51.5,-116.53,Mountain glacier
EN DARREY,46.02,7.38,Mountain glacier
ERMINE,48.13,-121.57,Mountain glacier
ESTELLETTE,45.76,6.81,Mountain glacier
EVEQUE,45.95,7.49,Mountain glacier
FAIR,40.05,-105.65,Mountain glacier
FARALLON,4.48,-75.22,Mountain glacier
FEE NORTH,46.08,7.88,Mountain glacier
FERNAU F.,46.98,11.13,Mountain glacier
FIFTYONE 1,-53.17,73.56,Mountain glacier
FIFTYONE 2,-53.17,73.54,Mountain glacier
FILLECK K.,47.14,12.59,Mountain glacier
FINDLAY,-44.32,168.45,Mountain glacier
FIRNALPELI,46.78,8.47,Mountain glacier
FITZGERALD (GOD),-43.47,170.57,Mountain glacier
FLOOD,57.15,-133.1,Mountain glacier
FOG,-44.52,168.8,Mountain glacier
FONTANA BIANCA / WEISSBRUNNF.,46.48,10.77,Mountain glacier
FONTANA OCC. (VEDR. DELLA) / FREIBRUNNER F.,46.8,10.68,Mountain glacier
FOREL,-0.15,37.3,Mountain glacier
FOSS,47.55,-121.2,Mountain glacier
FOSSA OR.,46.74,11.02,Mountain glacier
FRADUSTA,46.25,11.87,Mountain glacier
FREBOUZIE,45.86,7.0,Mountain glacier
FREIGER F.,46.97,11.2,Mountain glacier
FREIWAND K.,47.1,12.75,Mountain glacier
FREYNAY,45.82,6.93,Mountain glacier
FROSNITZ K.,47.08,12.4,Mountain glacier
FURTSCHAGL K.,47.0,11.77,Mountain glacier
G30,-33.13,-70.13,Mountain glacier
G32,-33.13,-70.12,Mountain glacier
GAISKAR F.,46.97,11.12,Mountain glacier
GAJAP-YANACARCO,-9.83,-77.17,Mountain glacier
GALAMBRA RAMO OR.,45.11,6.85,Mountain glacier
GAMCHI,46.51,7.79,Mountain glacier
GANNETT,43.2,-109.64,Mountain glacier
GAVIA (VEDRETTA),46.35,10.47,Mountain glacier
GELAS,44.12,7.38,Mountain glacier
GELTEN,46.35,7.33,Mountain glacier
GEMELLI DI BAN,46.4,8.35,Mountain glacier
GENDARME,-44.78,167.94,Mountain glacier
GIETRO,46.0,7.38,Mountain glacier
GIOGO ALTO (VEDR. DEL) / HOCHJOCHF.,46.78,10.8,Mountain glacier
GLACIER 33,64.01,-50.65,Mountain glacier
GLAERNISCH,47.0,8.98,Mountain glacier
GLENMARY,-44.0,169.88,Mountain glacier
GLENO 5661,46.05,10.13,Mountain glacier
GLENO 5662,46.05,10.13,Mountain glacier
GOESSNITZ K.,46.97,12.75,Mountain glacier
GOLDBERG K.,47.04,12.97,Mountain glacier
GR. GOSAU G.,47.48,13.6,Mountain glacier
GRAASUBREEN,61.65,8.6,Mountain glacier
GRAN SOMETTA,45.91,7.67,Mountain glacier
GRAN VAUDALA,45.5,7.11,Mountain glacier
GRAND DESERT,46.06,7.34,Mountain glacier
GRAND PLAN NEVE,46.25,7.15,Mountain glacier
GRANDE ROCHERE,45.81,7.05,Mountain glacier
GRASSHOPPER,43.26,-109.66,Mountain glacier
GRAWAWAND FERNER,47.11,11.16,Mountain glacier
GRIESKOGL K.,47.17,12.68,Mountain glacier
GRIESS(KLAUSEN),46.83,8.83,Mountain glacier
GRIESSEN(OBWA.),46.85,8.5,Mountain glacier
GRIVOLA,45.6,7.26,Mountain glacier
GROSSELEND K.,47.03,13.32,Mountain glacier
GRUBEN,46.17,7.98,Mountain glacier
GRUENAU F.,46.98,11.2,Mountain glacier
GUALI,4.9,-75.33,Mountain glacier
GUANACO,-29.34,-70.01,Mountain glacier
GUNN,-44.76,168.09,Mountain glacier
GUSLAR F.,46.85,10.8,Mountain glacier
GYAJO,27.88,86.68,Mountain glacier
HABACH KEES,47.15,12.37,Mountain glacier
HALASIHE NO.18,49.17,87.78,Mountain glacier
HALLSTAETTER G.,47.48,13.62,Mountain glacier
HALSJOEKULL,65.87,-18.47,Mountain glacier
HECTOR,51.58,-116.26,Mountain glacier
HEIM,-0.15,37.3,Mountain glacier
HELEN,43.16,-109.62,Mountain glacier
HELM,49.95,-122.98,Mountain glacier
HENDERSON,40.05,-105.03,Mountain glacier
HIDDEN,58.93,-63.55,Mountain glacier
HOCHALM K.,47.02,13.33,Mountain glacier
HOCHMOOS F.,47.05,11.15,Mountain glacier
HODGES,-54.27,-36.54,Mountain glacier
HOFMANNS K.,47.07,12.72,Mountain glacier
HOHSAND SETT. (SABBIONE SETT.),46.4,8.3,Mountain glacier
HOLYOKE,61.17,-147.97,Mountain glacier
HORN K.(SCHOB.),46.97,12.77,Mountain glacier
HOTLUM GLACIER,41.42,-122.18,Mountain glacier
HT.OELGRUBEN F.,46.89,10.77,Mountain glacier
HUARAPASCA,-9.85,-77.18,Mountain glacier
HUBERT,47.78,-123.7,Mountain glacier
HUMES,47.79,-123.65,Mountain glacier
ICE RIVER,47.82,-123.67,Mountain glacier
ICE WORM,47.55,-121.17,Mountain glacier
IGAN,67.61,66.03,Mountain glacier
INCACHIRIASCA,-13.35,-72.53,Mountain glacier
INFIERNO E,42.78,-0.25,Mountain glacier
INFIERNO W,42.78,-0.25,Mountain glacier
INN.PIRCHLKAR,47.0,10.92,Mountain glacier
INVERGNAN,45.56,7.07,Mountain glacier
IRENE,-45.18,167.36,Mountain glacier
ISABELLE,40.06,-105.64,Mountain glacier
IVORY,-43.13,170.92,Mountain glacier
JACK,-43.82,169.63,Mountain glacier
JACKSON,-43.88,169.78,Mountain glacier
KA.TAUERN K. S,47.12,12.6,Mountain glacier
KADACHAN,58.88,-137.1,Mountain glacier
KAELBERSPITZ K.,47.03,13.28,Mountain glacier
KAHUTEA,-43.02,171.38,Mountain glacier
KALTWASSER,46.25,8.08,Mountain glacier
KARABULAK,42.03,80.0,Mountain glacier
KARLES F.,46.93,10.92,Mountain glacier
KARLINGER K.,47.13,12.7,Mountain glacier
KEA,-43.18,170.8,Mountain glacier
KENG-TUR,41.8,71.5,Mountain glacier
KESSELWAND FERNER,46.83,10.79,Mountain glacier
KESSJEN,46.06,7.92,Mountain glacier
KIZILGORUM,38.2,72.84,Mountain glacier
KLEINEISER K.,47.15,12.67,Mountain glacier
KLEINELEND K.,47.07,13.25,Mountain glacier
KLEINFLEISS K.,47.05,12.95,Mountain glacier
KLOCKERIN K.,47.15,12.73,Mountain glacier
KLOSTERTALER M,46.87,10.07,Mountain glacier
KLOSTERTALER N,46.87,10.07,Mountain glacier
KLOSTERTALER S,46.87,10.07,Mountain glacier
KNIFE POINT,43.11,-109.57,Mountain glacier
KOKANEE,49.75,-117.13,Mountain glacier
KONGMA,27.93,86.83,Mountain glacier
KOZITSITI,42.63,43.72,Mountain glacier
KRIMMLER K.,47.08,12.25,Mountain glacier
KRIMMLER K. EAST,47.08,12.25,Mountain glacier
KROPOTKIN,54.32,160.02,Mountain glacier
KRUML K.,47.08,12.93,Mountain glacier
LA ALSACIA,4.47,-75.22,Mountain glacier
LA CABANA,4.9,-75.3,Mountain glacier
LA CRISTALINA,4.48,-75.22,Mountain glacier
LA CROIX,-77.65,162.47,Mountain glacier
LA LISA,4.92,-75.32,Mountain glacier
LA PAUL,42.65,0.43,Mountain glacier
LA PLAZUELA,4.9,-75.3,Mountain glacier
LADD,45.39,-121.7,Mountain glacier
LAEMMERN (WILDSTRUBEL),46.4,7.55,Mountain glacier
LAENGENTALER F.,47.08,11.1,Mountain glacier
LAGO BIANCO,46.33,10.51,Mountain glacier
LAGO DEL DESIERTO I,-49.05,-72.91,Mountain glacier
LAGO DEL DESIERTO II,-49.06,-72.92,Mountain glacier
LAGO DEL DESIERTO III,-49.07,-72.93,Mountain glacier
LAGUNA AZUL,4.47,-75.37,Mountain glacier
LANDECK K.,47.13,12.58,Mountain glacier
LANGDALE,-43.58,170.27,Mountain glacier
LANGMOCHE,27.87,86.58,Mountain glacier
LAPATE NO.51,43.7,84.4,Mountain glacier
LAPATE NO.53,43.72,84.4,Mountain glacier
LAPERWITZ K.,47.1,12.65,Mountain glacier
LARAIN F.,46.9,10.22,Mountain glacier
LARES,46.12,10.6,Mountain glacier
LARKINS,-44.88,168.48,Mountain glacier
LAUSON,45.55,7.27,Mountain glacier
LAVASSEY,45.47,7.1,Mountain glacier
LAVAZ,46.63,8.93,Mountain glacier
LEEB-LORNTY,-43.22,170.9,Mountain glacier
LEONE (PENNINE),45.96,7.63,Mountain glacier
LEONERA ALTA,4.88,-75.3,Mountain glacier
LESCHAUX,45.88,7.01,Mountain glacier
LIED,-53.14,73.42,Mountain glacier
LIESENSER F.,47.08,11.12,Mountain glacier
LIMMERN,46.82,8.98,Mountain glacier
LINDSAY,-44.0,169.13,Mountain glacier
LISCHANA,46.77,10.35,Mountain glacier
LITEROLA,42.7,0.53,Mountain glacier
LITZNERGL.,46.88,10.04,Mountain glacier
LLARDANA,42.65,0.43,Mountain glacier
LLAWRENNY,-44.65,167.8,Mountain glacier
LOS AMARILLOS,-29.29,-69.99,Mountain glacier
LOWER CURTIS,48.83,-121.62,Mountain glacier
LUPO,46.07,9.99,Mountain glacier
LYMAN,48.17,-120.89,Mountain glacier
LYNCH,47.57,-121.18,Mountain glacier
MACAULAY,-43.49,170.6,Mountain glacier
MACLURE,37.75,-119.38,Mountain glacier
MALADETA,42.65,0.63,Mountain glacier
MALEDIA,44.12,7.4,Mountain glacier
MAMMOTH,43.17,-109.67,Mountain glacier
MARBORECILINDRO,42.68,0.02,Mountain glacier
MARION,-44.47,168.48,Mountain glacier
MARMADUKE DIXON,-42.98,171.38,Mountain glacier
MARMOLADA CENTR.,46.43,11.86,Mountain glacier
MARMOTTE,46.45,10.66,Mountain glacier
MARTELOT,45.37,7.17,Mountain glacier
MARTIAL ESTE,-54.78,-68.4,Mountain glacier
MARTINETS,46.22,7.1,Mountain glacier
MARY-POWELL,-53.03,73.5,Mountain glacier
MATHAIAS,-43.18,171.03,Mountain glacier
MAURER K.(GLO.),47.18,12.68,Mountain glacier
MAURER K.(VEN.),47.08,12.3,Mountain glacier
MAZAMA,48.79,-121.8,Mountain glacier
METALILLE,-43.75,170.06,Mountain glacier
MGU,67.65,66.0,Mountain glacier
MINARET,58.88,-63.68,Mountain glacier
MINOR,43.18,-109.66,Mountain glacier
MINSTIGER,46.52,8.2,Mountain glacier
MITTERKAR F.,46.88,10.87,Mountain glacier
MOLINOS,4.9,-75.33,Mountain glacier
MOMING,46.08,7.67,Mountain glacier
MON FRETY,45.84,6.92,Mountain glacier
MON TABEL,45.95,7.6,Mountain glacier
MONACHE OR. / NONNENF. OESTL.,46.48,10.75,Mountain glacier
MONCIAIR,45.49,7.23,Mountain glacier
MONCORVE,45.5,7.25,Mountain glacier
MONT BRAULE,45.94,7.52,Mountain glacier
MONT FORT (ZINAL),46.08,7.32,Mountain glacier
MONT GELE,45.89,7.36,Mountain glacier
MONTANDEYNE,45.53,7.25,Mountain glacier
MONTASIO OCC.,46.43,13.44,Mountain glacier
MONTASIO OR.,46.43,13.44,Mountain glacier
MONTE NEVOSO OCC. (VEDR. DI) / SCHNEEBIGER NOCK F. WESTL.,46.92,12.08,Mountain glacier
MOTTISCIA,46.29,8.13,Mountain glacier
MOZUL,4.47,-75.22,Mountain glacier
MULINET SETT.,45.37,7.16,Mountain glacier
MURAION,44.12,7.39,Mountain glacier
MUTMAL F.,46.78,10.92,Mountain glacier
MUTNOVSKIY NE,52.46,158.22,Mountain glacier
MUTNOVSKIY SW,52.45,158.19,Mountain glacier
MUTT,46.55,8.42,Mountain glacier
McKENZIE,-43.95,169.73,Mountain glacier
NARES,-53.03,73.46,Mountain glacier
NARSSAQ BRAE,60.99,-45.9,Mountain glacier
NAVAJO,40.05,-105.64,Mountain glacier
NEL CENTRALE,45.41,7.16,Mountain glacier
NEVES OR. (GHIAC. DI) / NOEFESF. OESTL.,46.98,11.8,Mountain glacier
NEW MOON,53.92,-127.77,Mountain glacier
NEWTON CLARK,45.37,-121.68,Mountain glacier
NISCLI,46.11,10.6,Mountain glacier
NO.016.14.03.17,39.1,73.67,Mountain glacier
NO.034.14.03.17,38.93,73.73,Mountain glacier
NO.038.14.03.14,38.08,72.53,Mountain glacier
NO.039.14.03.14,38.07,72.53,Mountain glacier
NO.044.14.03.14,38.03,72.57,Mountain glacier
NO.054.14.03.14,37.97,72.6,Mountain glacier
NO.089.14.03.14,38.08,72.72,Mountain glacier
NO.152.14.03.14,37.9,73.02,Mountain glacier
NO.168.14.03.14,37.93,73.12,Mountain glacier
NO.172.14.03.14,37.93,73.18,Mountain glacier
NO.191,42.55,44.77,Mountain glacier
NO.270.14.03.17,39.18,73.02,Mountain glacier
NO.271.14.03.17,39.2,73.03,Mountain glacier
NO.280.14.03.14,38.13,73.07,Mountain glacier
NO.281.14.03.14,38.12,73.1,Mountain glacier
NO.306.14.03.14,38.05,73.23,Mountain glacier
NO.329.14.03.14,38.08,73.25,Mountain glacier
NO.331.14.03.14,38.1,73.3,Mountain glacier
NO.375.14.03.15,37.68,72.77,Mountain glacier
NO.388.14.03.15,37.72,72.68,Mountain glacier
NO.396,42.58,44.32,Mountain glacier
NO.434.14.03.15,37.57,72.7,Mountain glacier
NO.473.14.03.08,39.02,72.78,Mountain glacier
NO.474.14.03.08,39.0,72.77,Mountain glacier
NO.508.14.03.08,38.88,72.93,Mountain glacier
NO.509.14.03.08,38.9,72.93,Mountain glacier
NO.531.14.03.08,38.92,72.82,Mountain glacier
NO.541.14.03.08,38.82,72.95,Mountain glacier
NO.549.14.03.08,38.82,72.9,Mountain glacier
NO.580.14.03.08,38.83,72.68,Mountain glacier
